Small Unit Installation Postcode,Previous Years (2001-2018) - Installations Quantity,Previous Years (2001-2018) - SGU Rated Output In kW,Jan 2019 - Installations Quantity,Jan 2019 - SGU Rated Output In kW,Feb 2019 - Installations Quantity,Feb 2019 - SGU Rated Output In kW,Mar 2019 - Installations Quantity,Mar 2019 - SGU Rated Output In kW,Apr 2019 - Installations Quantity,Apr 2019 - SGU Rated Output In kW,May 2019 - Installations Quantity,May 2019 - SGU Rated Output In kW,Jun 2019 - Installations Quantity,Jun 2019 - SGU Rated Output In kW,Jul 2019 - Installations Quantity,Jul 2019 - SGU Rated Output In kW,Aug 2019 - Installations Quantity,Aug 2019 - SGU Rated Output In kW,Sep 2019 - Installations Quantity,Sep 2019 - SGU Rated Output In kW,Oct 2019 - Installations Quantity,Oct 2019 - SGU Rated Output In kW,Nov 2019 - Installations Quantity,Nov 2019 - SGU Rated Output In kW,Dec 2019 - Installations Quantity,Dec 2019 - SGU Rated Output In kW,Jan 2020 - Installations Quantity,Jan 2020 - SGU Rated Output In kW,Feb 2020 - Installations Quantity,Feb 2020 - SGU Rated Output In kW,Mar 2020 - Installations Quantity,Mar 2020 - SGU Rated Output In kW,Apr 2020 - Installations Quantity,Apr 2020 - SGU Rated Output In kW,May 2020 - Installations Quantity,May 2020 - SGU Rated Output In kW,Jun 2020 - Installations Quantity,Jun 2020 - SGU Rated Output In kW,Jul 2020 - Installations Quantity,Jul 2020 - SGU Rated Output In kW,Aug 2020 - Installations Quantity,Aug 2020 - SGU Rated Output In kW,Installations Quantity Total,SGU Rated Output In kW Total
4207,"7,846","32,572.856",67,438.620,88,679.805,81,629.710,95,788.180,92,817.875,81,633.550,107,812.555,77,594.830,79,802.015,93,657.650,84,679.000,76,851.420,70,584.570,106,766.750,129,911.720,98,929.885,97,"1,109.150",113,"1,266.195",117,969.400,79,653.800,"9,675","48,149.536"
4208,"3,118","13,026.551",23,144.295,41,276.130,52,355.370,47,354.885,45,352.840,34,281.115,52,357.025,45,335.385,42,339.435,51,465.815,50,375.320,37,390.365,37,276.720,47,348.395,63,507.855,47,409.895,41,370.030,62,476.240,55,523.330,25,204.830,"4,014","20,171.826"
4209,"5,197","22,818.452",67,438.715,91,616.660,114,793.104,90,665.705,117,806.535,84,564.845,111,804.600,104,726.775,109,771.855,132,911.715,124,953.725,127,"1,171.815",118,879.235,131,"1,024.915",139,"1,006.895",114,930.505,116,914.605,122,864.940,144,"1,187.670",65,506.745,"7,416","39,360.011"
4210,"3,079","12,624.335",26,179.125,18,143.200,31,237.345,38,282.775,37,355.790,35,304.930,56,475.820,41,319.525,45,341.025,50,412.825,53,438.725,56,498.285,41,307.110,54,402.745,43,357.215,33,298.930,39,316.595,46,430.605,49,398.355,26,192.020,"3,896","19,317.280"
4211,"8,292","32,327.537",54,374.985,64,459.490,72,615.805,77,551.525,86,689.445,76,557.200,88,666.010,76,683.115,72,497.770,112,852.670,94,796.270,129,991.675,76,574.800,95,686.775,93,683.925,79,705.025,85,694.465,110,825.095,94,767.345,51,457.930,"9,975","45,458.857"
4212,"4,492","19,457.840",28,206.300,44,345.610,38,272.420,41,319.820,45,328.095,57,529.858,55,480.550,56,431.680,61,464.955,48,409.670,72,839.535,53,535.445,62,573.860,50,381.145,85,685.230,60,589.600,57,483.500,62,606.075,72,569.950,24,266.830,"5,562","28,777.968"
4213,"4,509","18,188.271",34,294.420,30,216.675,35,293.985,39,288.625,32,250.555,40,338.280,42,291.460,40,316.890,46,386.705,58,469.020,54,475.325,69,668.180,52,422.465,42,320.300,53,453.280,25,190.355,30,337.020,56,465.880,45,380.500,33,296.940,"5,364","25,345.131"
4214,"5,253","22,302.985",34,247.500,33,301.380,35,265.712,38,321.570,46,330.000,53,435.795,66,646.795,40,351.320,41,287.315,58,579.765,56,455.030,55,477.110,47,377.535,46,391.775,50,424.535,36,275.695,48,334.260,75,653.630,63,482.885,35,268.285,"6,208","30,210.877"
4215,"2,722","11,032.996",14,118.330,24,143.200,19,135.670,28,215.755,34,273.805,30,202.300,36,267.750,24,151.205,35,242.430,27,186.905,36,382.175,51,532.465,29,341.805,27,183.825,48,372.180,35,303.455,26,207.095,32,297.295,44,319.710,25,163.865,"3,346","16,074.216"
4216,"4,449","15,772.023",20,154.095,23,181.160,33,220.360,20,177.370,43,392.880,23,137.545,36,344.440,37,345.495,38,350.460,51,377.735,42,319.055,44,346.915,28,272.275,47,336.890,60,401.915,42,302.355,44,339.120,53,407.055,58,490.170,26,226.080,"5,217","21,895.393"
4217,"2,414","10,685.456",21,162.725,25,166.395,21,170.960,22,154.160,19,235.855,30,212.820,29,529.660,29,254.625,24,388.715,31,243.280,39,336.790,39,345.035,32,286.320,25,193.930,41,393.975,36,317.345,17,131.845,36,540.750,41,420.655,16,129.590,"2,987","16,300.886"
4218,"3,100","12,353.018",19,153.460,18,225.395,19,130.141,24,200.015,33,292.930,31,360.905,25,214.885,30,316.845,32,238.140,34,294.870,37,288.020,44,359.670,20,154.840,31,258.825,33,278.520,24,197.880,29,249.515,41,322.130,27,249.560,22,180.730,"3,673","17,320.294"
4219,17,86.895,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,17,86.895
4220,"3,392","14,131.233",22,189.755,19,135.615,27,228.325,21,202.190,28,222.430,29,270.730,29,203.160,34,350.695,36,391.175,36,294.825,53,431.255,41,401.785,31,241.645,37,401.580,39,350.665,31,248.910,31,227.650,43,394.020,32,232.465,25,198.660,"4,036","19,748.768"
4221,"3,526","11,634.066",17,108.685,17,120.825,17,114.540,22,149.945,21,135.105,15,102.155,35,265.045,28,219.145,24,181.265,30,198.435,42,336.225,56,515.035,27,178.425,37,247.255,34,253.565,26,184.925,35,252.025,37,288.305,26,189.030,19,142.510,"4,091","15,816.511"
4223,"2,180","8,286.907",6,44.065,8,58.475,7,87.335,8,51.240,22,206.245,11,83.060,20,148.755,20,137.275,20,147.160,17,124.725,25,203.300,14,116.765,22,144.670,13,121.345,18,344.890,14,140.360,15,123.360,17,113.975,20,162.520,9,71.840,"2,486","10,918.267"
4224,542,"2,108.979",1,5.280,5,26.835,6,49.805,6,57.280,6,45.600,5,48.355,6,34.340,3,24.030,4,31.755,11,69.250,9,62.460,6,47.675,9,62.755,9,59.240,5,41.545,6,39.665,9,64.675,5,40.620,1,10.360,3,27.630,657,"2,958.134"
4225,252,"1,117.923",8,36.935,2,16.500,1,6.600,6,53.745,1,9.300,3,27.105,3,19.995,3,17.500,3,33.660,4,46.920,4,22.940,10,64.740,1,6.600,3,23.100,4,26.260,6,42.810,1,5.940,1,3.900,4,53.280,1,10.230,321,"1,645.983"
4226,"3,857","14,410.798",29,197.385,26,264.030,23,158.195,29,201.980,40,293.115,31,224.570,49,324.115,23,157.300,37,267.000,61,504.710,34,244.500,53,481.500,52,423.715,27,227.530,52,536.425,36,317.935,36,296.000,39,297.635,56,453.920,27,202.505,"4,617","20,484.863"
4227,"2,344","8,675.188",17,116.630,14,109.770,20,192.985,21,147.150,19,135.285,21,179.380,33,246.510,29,197.785,16,116.005,35,248.785,39,290.950,26,313.275,20,135.920,23,159.990,32,293.645,28,280.895,11,86.790,27,231.985,18,163.650,23,266.265,"2,816","12,588.838"
4228,950,"4,018.514",2,13.065,6,47.590,10,72.965,5,39.120,6,48.045,9,71.145,4,33.660,4,26.100,5,32.315,17,166.530,10,84.945,6,64.530,4,26.775,7,48.455,10,79.375,4,32.535,4,35.010,6,47.590,6,38.890,4,42.900,"1,079","5,070.054"
4230,9,33.880,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,9,33.880
4237,1,0.920,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,0.920
4270,829,"3,494.691",6,52.600,8,58.820,7,75.050,8,54.755,4,23.560,3,29.835,9,106.155,3,25.500,6,56.915,9,83.580,7,46.295,10,125.685,5,54.840,6,62.320,8,48.015,5,44.520,5,50.190,7,43.350,6,56.370,4,72.400,955,"4,665.446"
4271,347,937.433,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.555,0,0.000,1,6.600,1,2.880,1,6.600,0,0.000,0,0.000,0,0.000,1,6.600,0,0.000,0,0.000,1,6.600,0,0.000,0,0.000,353,973.268
4272,941,"3,716.731",7,44.660,12,86.595,13,106.170,10,61.500,13,87.260,7,63.250,15,151.690,6,39.915,10,71.330,14,113.800,8,89.270,11,95.815,10,85.765,7,81.300,15,105.905,14,113.935,10,202.380,13,115.610,7,57.560,6,47.360,"1,149","5,537.801"
4275,624,"2,796.450",8,54.880,10,72.215,11,82.140,4,58.150,8,80.945,8,88.805,9,79.905,8,74.115,3,22.800,6,63.845,9,63.480,6,57.895,6,50.970,3,27.470,6,43.625,5,34.980,4,46.905,7,76.965,8,74.785,2,21.780,755,"3,973.105"
4276,1,3.300,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,3.300
4280,"3,384","13,979.705",31,215.625,42,308.350,39,301.450,47,382.325,42,348.215,29,264.095,46,403.155,48,422.215,39,336.190,38,321.965,58,432.825,35,382.340,41,343.175,39,311.765,47,460.810,37,285.680,46,403.030,35,281.620,53,473.390,26,211.950,"4,202","20,869.875"
4285,"3,376","13,594.743",24,173.820,36,270.912,45,352.180,36,244.060,33,208.900,29,179.705,35,368.520,26,266.170,38,505.080,32,356.735,42,366.140,30,278.510,32,218.545,41,326.770,46,374.380,36,278.040,41,429.010,38,521.155,30,336.535,31,287.935,"4,077","19,937.845"
4287,112,576.335,1,12.400,1,5.130,2,12.925,1,19.200,1,6.615,1,29.110,1,3.025,0,0.000,2,19.800,2,13.230,2,13.200,3,15.710,0,0.000,2,13.200,1,6.615,4,28.900,1,7.920,1,6.650,1,6.600,2,41.910,141,838.475
4300,"6,986","27,553.536",78,556.740,102,753.922,94,804.145,73,497.979,93,620.010,68,531.875,118,875.035,86,617.110,90,644.115,123,919.860,104,795.330,119,980.130,117,869.275,112,805.500,142,"1,044.525",104,855.815,103,773.900,131,"1,130.175",140,"1,068.120",104,801.380,"9,087","43,498.477"
4301,"3,153","11,174.012",40,280.635,37,235.965,28,184.910,32,221.285,40,276.862,33,235.040,49,286.770,32,226.645,48,333.470,45,309.985,56,377.865,38,287.610,35,325.705,39,253.605,38,260.385,51,375.250,43,397.695,54,352.575,43,326.130,28,202.415,"3,962","16,924.814"
4303,389,"1,234.801",2,12.000,0,0.000,1,6.500,5,31.085,2,12.650,0,0.000,4,16.950,3,21.630,3,20.915,4,26.430,7,44.750,7,61.910,1,6.270,3,19.245,3,21.420,3,23.910,5,31.215,5,33.000,3,17.440,3,19.800,453,"1,661.921"
4304,"2,049","6,905.407",21,143.740,15,116.475,28,168.600,14,107.230,18,110.930,13,93.030,19,118.730,18,122.110,20,207.070,20,141.280,16,233.585,14,96.945,24,169.305,37,431.840,17,195.295,17,124.155,13,83.165,14,81.390,29,203.705,13,112.020,"2,429","9,966.007"
4305,"7,780","26,460.061",41,294.620,55,412.160,67,414.805,62,404.030,68,575.780,46,405.380,87,698.570,59,397.445,53,348.120,75,508.490,85,579.850,62,444.470,81,572.810,76,533.295,66,439.830,93,711.665,75,534.260,64,447.420,76,511.280,46,353.845,"9,117","36,048.186"
4306,"7,059","27,980.622",59,428.445,65,482.150,72,486.935,76,528.950,104,752.273,80,594.660,92,661.200,58,442.240,72,670.790,78,576.605,97,802.730,78,609.580,83,601.195,71,608.230,97,742.010,84,717.470,64,521.835,92,712.830,91,739.070,54,463.030,"8,626","40,122.850"
4307,297,"1,255.089",3,24.200,5,31.355,0,0.000,0,0.000,2,13.200,2,12.115,2,20.160,3,30.930,1,6.615,1,6.600,1,32.950,4,36.180,3,36.520,5,27.675,3,27.720,1,6.600,6,58.470,3,31.550,2,16.810,2,22.600,346,"1,697.339"
4309,546,"2,236.336",7,49.575,1,6.555,5,26.515,4,25.330,3,18.400,9,56.250,3,19.710,5,31.130,5,33.045,6,46.595,7,144.875,6,52.010,5,33.555,5,37.995,5,41.710,3,18.960,8,120.255,9,63.400,8,76.770,1,10.500,651,"3,149.471"
4310,"1,163","4,274.227",12,75.730,12,65.870,10,63.655,7,44.430,8,52.035,9,74.225,7,56.135,14,117.830,9,53.315,13,97.045,8,66.010,6,48.855,8,77.860,8,77.550,15,171.855,9,57.975,13,127.365,8,124.185,6,41.030,3,18.150,"1,348","5,785.332"
4311,"1,883","7,271.859",11,70.695,24,171.780,24,154.775,13,108.590,21,152.330,17,132.665,15,135.710,15,129.760,14,138.395,18,181.685,13,92.830,22,180.105,12,98.325,16,117.980,21,156.345,16,131.770,10,95.140,20,253.710,21,207.935,10,94.915,"2,216","10,077.299"
4312,704,"2,561.361",5,40.330,6,44.740,4,26.200,6,48.325,12,111.990,12,109.770,4,77.370,4,32.400,7,58.950,7,81.355,9,99.880,7,61.115,8,57.780,7,48.255,9,63.855,5,34.155,6,57.895,1,6.300,6,44.860,0,0.000,829,"3,666.886"
4313,519,"1,965.863",1,11.160,2,12.555,3,19.395,5,34.530,4,31.380,7,43.125,4,26.400,3,28.880,3,17.415,1,35.840,3,34.635,2,24.100,3,26.200,8,66.415,7,41.885,4,33.195,1,2.200,2,13.215,5,28.135,2,13.250,589,"2,509.773"
4314,55,394.845,2,36.725,10,67.300,6,36.000,5,32.955,3,17.640,6,30.500,5,36.330,1,11.340,9,118.240,1,6.600,5,32.085,7,68.940,4,29.290,8,89.880,0,0.000,4,25.830,9,62.365,3,16.680,5,40.740,0,0.000,148,"1,154.285"
4340,880,"3,255.114",5,32.780,11,117.777,5,40.035,12,109.285,18,112.955,10,61.955,13,125.805,5,30.570,7,53.075,10,64.250,7,58.795,9,92.245,9,60.730,12,83.815,5,41.640,8,64.240,6,60.535,11,81.340,6,40.530,4,35.115,"1,053","4,622.586"
4341,"2,981","11,350.360",24,156.675,34,230.130,33,223.825,28,219.945,27,185.370,25,289.430,41,358.485,20,169.855,28,246.390,20,129.980,24,211.445,30,235.440,28,235.555,26,196.695,29,228.190,26,209.985,34,268.390,29,228.855,25,234.740,17,137.960,"3,529","15,747.700"
4342,491,"2,015.030",2,8.800,6,41.620,2,10.020,2,13.215,5,44.860,5,34.590,4,45.710,2,17.100,3,65.180,4,45.615,3,19.800,4,39.515,6,45.315,3,19.800,6,90.210,7,62.210,3,24.500,8,103.415,5,97.440,2,79.200,573,"2,923.145"
4343,"1,626","7,542.210",14,134.590,13,82.575,16,142.320,18,119.730,22,175.220,9,104.755,19,274.105,25,251.005,17,133.680,11,112.435,18,318.390,16,186.305,15,164.440,16,153.235,17,164.115,8,66.550,13,86.875,16,111.615,7,41.995,10,76.020,"1,926","10,442.165"
4344,434,"2,132.389",1,6.600,2,19.800,2,11.730,3,13.625,5,31.330,3,16.005,5,32.815,6,48.380,4,50.540,2,11.775,6,38.585,3,19.815,6,37.595,3,117.570,7,39.310,7,75.150,0,0.000,4,58.940,3,42.040,2,19.240,508,"2,823.234"
4345,1,1.520,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,1.520
4346,190,777.014,1,6.600,3,19.640,6,51.620,2,10.155,4,16.480,1,6.615,7,46.245,5,38.890,0,0.000,2,9.855,7,103.050,4,52.800,2,13.215,3,19.800,3,19.800,4,25.440,3,28.300,3,26.400,3,16.680,1,6.600,254,"1,295.199"
4347,261,"1,310.550",3,15.750,2,13.090,2,17.040,1,22.050,2,12.375,4,41.305,3,37.300,1,6.600,1,5.940,1,6.615,3,18.570,1,5.670,3,24.090,8,67.900,2,13.200,2,17.175,3,26.430,2,26.900,6,60.015,3,29.230,314,"1,777.795"
4350,"9,590","38,525.186",92,591.432,106,704.980,106,719.840,105,775.080,132,915.095,126,"1,058.045",122,"1,012.905",104,701.405,88,689.550,106,876.685,117,"1,151.620",125,"1,362.410",77,645.380,102,767.000,112,"1,139.620",102,920.195,102,943.740,116,"1,022.635",117,"1,133.460",56,596.970,"11,703","56,253.233"
4352,"4,451","18,820.781",46,314.950,54,375.510,55,409.525,49,300.080,67,526.545,46,364.455,58,422.360,58,490.070,33,296.545,45,304.790,59,494.880,42,339.595,47,353.570,46,406.100,36,327.425,55,687.330,52,449.120,44,378.575,44,332.455,20,170.840,"5,407","26,565.501"
4353,50,250.793,0,0.000,0,0.000,1,6.030,0,0.000,1,6.600,0,0.000,1,6.555,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,4.900,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,54,274.878
4354,214,947.337,1,6.600,2,12.825,0,0.000,3,19.250,3,17.370,2,19.200,0,0.000,0,0.000,3,14.595,2,12.195,3,20.760,6,42.645,1,6.600,3,35.735,3,19.330,3,33.900,3,20.195,3,32.715,1,13.200,3,30.960,259,"1,305.412"
4355,438,"1,468.285",2,12.980,4,25.200,1,6.600,1,6.600,8,59.060,3,19.630,3,21.090,2,12.555,2,8.610,5,37.605,4,34.805,2,13.200,2,6.825,5,61.835,13,89.290,6,57.850,5,30.180,1,6.600,4,78.620,2,17.160,513,"2,074.580"
4356,671,"2,954.687",1,6.050,9,85.780,6,55.400,3,24.700,3,41.005,7,53.355,3,16.550,8,57.990,5,135.180,11,68.320,8,62.630,11,118.030,4,27.930,8,140.045,6,39.030,3,18.255,6,76.900,7,47.295,8,70.050,1,6.600,789,"4,105.782"
4357,364,"1,683.166",2,13.155,5,165.990,2,21.180,2,13.200,2,13.080,1,17.160,4,25.300,2,14.475,3,118.800,4,30.690,4,41.420,3,28.490,2,19.845,3,25.815,4,34.425,17,164.845,6,87.135,1,6.600,5,32.800,0,0.000,436,"2,557.571"
4358,310,"1,314.825",4,46.795,5,50.420,5,31.520,7,45.930,3,24.420,2,9.015,3,19.755,5,39.630,4,41.700,2,12.585,6,36.655,5,64.355,1,9.900,3,23.100,7,62.425,6,41.915,3,19.390,4,38.985,4,58.840,0,0.000,389,"1,992.160"
4359,203,817.359,2,13.150,1,6.600,0,0.000,4,34.850,1,6.560,2,13.200,4,39.400,0,0.000,0,0.000,0,0.000,3,25.170,4,37.200,2,19.200,1,6.600,2,13.200,2,11.850,2,24.120,2,17.100,2,22.400,1,5.040,238,"1,112.999"
4360,101,757.400,0,0.000,0,0.000,3,36.680,1,6.600,1,13.200,0,0.000,0,0.000,2,12.810,0,0.000,0,0.000,1,7.350,2,18.015,0,0.000,0,0.000,0,0.000,2,14.280,1,10.500,3,33.540,3,17.015,1,5.120,121,932.510
4361,379,"1,996.596",2,16.500,3,23.400,3,19.425,7,61.770,2,18.295,4,57.410,2,12.650,2,15.735,7,93.435,1,31.500,4,37.160,7,88.655,2,9.190,1,6.080,9,59.030,1,6.600,1,6.600,1,6.600,2,23.700,0,0.000,440,"2,590.331"
4362,477,"2,969.327",1,6.600,2,30.945,2,10.730,1,6.400,2,9.710,9,68.360,6,43.005,1,4.950,4,32.610,3,19.800,7,78.505,6,78.450,5,67.995,3,16.350,3,19.500,3,14.315,2,9.750,3,53.090,3,16.755,0,0.000,543,"3,557.147"
4363,125,446.188,2,18.655,0,0.000,0,0.000,0,0.000,1,6.600,1,6.650,1,6.600,0,0.000,0,0.000,0,0.000,4,30.615,1,7.200,0,0.000,1,6.600,1,6.600,0,0.000,0,0.000,2,22.630,1,3.300,1,6.600,141,568.238
4364,47,287.420,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,2,13.215,0,0.000,0,0.000,0,0.000,1,21.760,0,0.000,0,0.000,0,0.000,50,322.395
4365,85,436.981,3,12.407,1,8.800,1,5.700,1,4.800,1,3.600,1,6.050,1,5.225,1,6.600,0,0.000,0,0.000,1,6.380,2,13.200,0,0.000,0,0.000,2,16.350,2,12.580,0,0.000,5,38.295,0,0.000,0,0.000,107,576.968
4370,"2,387","10,992.292",14,71.925,34,250.870,17,133.550,9,63.985,18,123.560,24,184.885,25,180.880,27,171.565,18,138.225,18,158.140,21,318.175,20,157.180,23,172.945,25,261.045,18,113.025,11,73.460,19,340.580,17,219.215,20,260.465,13,132.120,"2,778","14,518.087"
4371,134,499.075,0,0.000,2,11.820,1,3.850,0,0.000,3,16.770,2,17.050,1,3.850,2,11.550,1,6.300,1,6.600,0,0.000,1,6.600,0,0.000,1,6.600,2,11.220,1,5.040,0,0.000,1,1.110,2,19.830,0,0.000,155,627.265
4372,32,110.630,0,0.000,0,0.000,0,0.000,0,0.000,1,5.310,1,6.600,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,34,122.540
4373,147,668.875,1,6.600,1,3.720,1,6.600,1,5.500,3,18.570,0,0.000,0,0.000,2,13.200,2,13.200,0,0.000,1,6.600,2,13.020,0,0.000,1,19.200,2,11.480,2,13.200,3,24.965,1,6.600,3,26.400,0,0.000,173,857.730
4374,67,354.181,1,4.950,3,20.720,1,5.500,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,2,13.200,3,11.580,3,21.000,0,0.000,0,0.000,80,431.131
4375,30,132.540,0,0.000,0,0.000,1,6.600,0,0.000,0,0.000,0,0.000,1,6.600,0,0.000,1,24.570,1,19.845,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,19.800,0,0.000,1,6.600,36,216.555
4376,55,419.350,1,3.350,1,6.300,1,13.200,0,0.000,0,0.000,0,0.000,0,0.000,1,6.615,0,0.000,2,7.870,0,0.000,1,10.000,0,0.000,1,5.600,0,0.000,0,0.000,1,6.600,1,6.500,0,0.000,0,0.000,65,485.385
4377,108,604.197,0,0.000,1,6.600,1,6.380,1,19.500,1,5.100,0,0.000,1,6.050,0,0.000,0,0.000,1,6.555,2,7.700,1,6.600,0,0.000,1,6.500,1,6.600,0,0.000,1,6.320,0,0.000,0,0.000,0,0.000,120,688.102
4378,100,365.293,0,0.000,2,17.415,1,9.350,0,0.000,0,0.000,0,0.000,1,35.750,0,0.000,1,6.620,3,28.020,0,0.000,0,0.000,1,2.100,0,0.000,1,5.600,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,110,470.148
4380,"1,271","5,555.390",9,67.870,8,54.490,13,102.400,4,18.200,6,36.230,10,174.495,9,46.870,7,46.190,13,89.260,13,86.885,8,61.135,13,92.165,9,56.770,6,38.280,11,74.380,10,64.150,5,25.440,14,89.990,7,51.840,4,29.370,"1,450","6,861.800"
4381,106,460.011,0,0.000,0,0.000,2,18.020,0,0.000,0,0.000,0,0.000,1,4.950,2,13.215,1,9.900,5,25.530,1,6.325,1,6.600,0,0.000,0,0.000,2,27.000,0,0.000,0,0.000,3,20.445,0,0.000,2,9.900,126,601.896
4382,97,519.505,0,0.000,0,0.000,0,0.000,1,6.555,1,6.615,0,0.000,1,9.900,0,0.000,1,4.930,2,34.680,3,28.820,0,0.000,0,0.000,0,0.000,2,13.845,1,6.400,1,34.320,1,3.300,0,0.000,0,0.000,111,668.870
4383,125,456.851,1,6.600,1,6.600,0,0.000,1,6.600,1,4.200,1,2.310,3,19.800,0,0.000,1,6.600,1,6.615,2,24.600,0,0.000,0,0.000,2,12.900,1,6.600,1,6.600,1,6.600,1,10.200,1,11.880,0,0.000,144,595.556
4384,1,2.280,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,13.200,0,0.000,2,15.480
4385,161,731.714,0,0.000,1,10.200,4,40.700,1,6.600,1,10.080,0,0.000,2,13.200,2,13.200,0,0.000,4,29.910,1,5.040,1,7.260,0,0.000,0,0.000,0,0.000,1,6.600,4,37.510,1,6.600,4,26.400,1,6.600,189,951.614
4387,162,"1,088.992",1,8.120,0,0.000,0,0.000,0,0.000,4,15.125,1,6.600,4,40.030,1,13.230,2,13.200,0,0.000,1,7.700,2,23.840,1,6.600,0,0.000,1,6.580,0,0.000,0,0.000,2,28.500,2,13.200,1,10.560,185,"1,282.277"
4388,68,297.110,0,0.000,0,0.000,0,0.000,0,0.000,1,3.600,0,0.000,0,0.000,1,3.600,0,0.000,0,0.000,1,9.900,0,0.000,0,0.000,0,0.000,2,31.695,0,0.000,0,0.000,1,7.920,1,6.600,0,0.000,75,360.425
4390,737,"3,973.470",5,30.300,1,15.000,5,49.500,9,59.510,8,44.040,4,39.460,5,29.175,7,40.425,2,49.200,10,72.920,6,144.975,2,17.325,3,24.090,6,54.110,4,33.000,1,6.000,7,78.320,3,19.800,2,19.470,2,13.200,829,"4,813.290"
4400,349,"1,393.971",5,32.865,3,13.790,5,60.110,3,19.700,3,24.715,7,65.890,7,49.815,1,6.615,1,6.380,3,16.515,5,32.405,1,6.600,1,13.230,6,43.280,3,23.400,1,19.200,2,16.170,5,39.315,4,34.200,1,6.600,416,"1,924.766"
4401,722,"3,099.821",5,36.170,8,76.345,5,39.850,4,47.430,3,33.000,7,44.650,9,56.730,9,57.200,3,19.755,8,53.135,6,37.705,4,24.440,11,74.040,4,24.900,8,69.500,9,74.880,5,31.155,7,80.060,9,175.650,3,21.390,849,"4,177.806"
4402,52,196.645,1,5.040,0,0.000,0,0.000,0,0.000,1,4.200,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.615,1,6.500,0,0.000,1,5.700,1,6.615,1,6.600,0,0.000,1,5.040,1,7.920,0,0.000,61,250.875
4403,125,745.360,1,6.490,0,0.000,1,12.540,1,12.000,1,99.420,0,0.000,0,0.000,2,12.900,0,0.000,0,0.000,0,0.000,0,0.000,2,43.980,0,0.000,0,0.000,1,6.615,0,0.000,1,21.780,3,21.120,0,0.000,138,982.205
4404,52,304.243,0,0.000,1,6.600,2,35.400,0,0.000,0,0.000,1,1.800,1,1.180,0,0.000,0,0.000,0,0.000,1,6.615,2,100.860,0,0.000,0,0.000,0,0.000,1,6.600,0,0.000,1,40.000,0,0.000,1,13.200,63,516.498
4405,"1,544","8,579.127",11,137.175,11,109.810,11,124.150,12,264.185,13,136.735,12,81.885,21,197.315,27,184.565,25,190.130,18,130.765,11,166.460,21,227.500,14,117.625,20,179.975,35,350.435,16,137.515,8,77.650,16,213.355,6,68.000,10,86.835,"1,862","11,761.192"
4406,164,859.255,1,5.670,2,12.800,0,0.000,2,7.530,2,26.860,4,33.560,4,50.685,2,23.535,2,10.380,0,0.000,4,45.960,0,0.000,0,0.000,0,0.000,5,44.420,2,45.540,0,0.000,0,0.000,2,13.200,0,0.000,196,"1,179.395"
4407,64,385.365,0,0.000,0,0.000,0,0.000,1,6.600,1,12.760,1,6.600,0,0.000,1,6.600,0,0.000,1,63.360,1,6.600,0,0.000,0,0.000,1,6.615,1,7.900,4,17.220,0,0.000,2,17.490,0,0.000,0,0.000,78,537.110
